project_id	submitter_id	sample_name_list	sample_type_list	preservation_method_list	data_category	data_type	caller	call_format	experimental_strategy	md5	size	path
CTSP-DLBCL1	CTSP-ACZ9	CTSP-ACZ9-TTP1-C	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	88d6b03f2e6085e5fbefb5939bf8fc7c	36860859169	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZ9/CTSP-ACZ9-TTP1-C.wxs.bam
CTSP-DLBCL1	CTSP-ACZA	CTSP-ACZA-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	827c5af45f60fe20220070fb51bb9d97	30670413964	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZA/CTSP-ACZA-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZA	CTSP-ACZA-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	1270f681a4851815c38e030a0f6348e3	37779605220	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZA/CTSP-ACZA-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZC	CTSP-ACZC-TTP1-B	Primary Tumor	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	5cf6bc08e685828f15b924dcd8e8d0b8	16670084185	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZC/CTSP-ACZC-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-ACZC	DLBCL11297-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	d5bf08e4fb0f06e3bb5ef39b7b38b1b2	22076534164	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZC/DLBCL11297-sample.wxs.bam
CTSP-DLBCL1	CTSP-ACZC	CTSP-ACZC-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	a21d1dabadc68b645be71767c87f1a59	29430413708	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZC/CTSP-ACZC-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZC	CTSP-ACZC-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	10557740945e0d88f6b4c8c6f5e52990	33139417107	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZC/CTSP-ACZC-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZD	CTSP-ACZD-TTP1-E	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	02b16bc7cf216dc625b11c0b40f3a517	29308699050	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZD/CTSP-ACZD-TTP1-E.wxs.bam
CTSP-DLBCL1	CTSP-ACZD	CTSP-ACZD-TTP1-A	Slides	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	920268a51acf49c385080e7e352ab82e	33222981845	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZD/CTSP-ACZD-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZD	CTSP-ACZD-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	d634d86005503b96149500b2573ff966	33346630650	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZD/CTSP-ACZD-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZE	DLBCL11298-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	2ff9855eab0ef1a344949394b06df625	18089196491	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZE/DLBCL11298-sample.wxs.bam
CTSP-DLBCL1	CTSP-ACZF	CTSP-ACZF-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	390ad122a6e887dfea76e7c8803df627	28690638629	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZF/CTSP-ACZF-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZF	CTSP-ACZF-TTP1-B	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	4315a7970aaf75b3c6a59fb4ebf67a1e	32183428135	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZF/CTSP-ACZF-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-ACZG	CTSP-ACZG-TTP1-B	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	f4444faab758183b87f29430678e5178	27598134029	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZG/CTSP-ACZG-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-ACZG	CTSP-ACZG-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	fc21db767b0302d9feb94daf2ec5bca3	29907724092	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZG/CTSP-ACZG-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZH	CTSP-ACZH-TTP1-G	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	4a6c0c0d77e5ccadc7136963d6c463fd	36995860096	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZH/CTSP-ACZH-TTP1-G.wxs.bam
CTSP-DLBCL1	CTSP-ACZH	CTSP-ACZH-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	55f98942cb87c6bfe2b3bf47c6418680	38959908285	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZH/CTSP-ACZH-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZH	CTSP-ACZH-TTP1-A	Slides	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	ca09886aab4b1310b8e883e0392da125	52879680087	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZH/CTSP-ACZH-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZI	CTSP-ACZI-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	d2dd4ce42fda81580c00d5ddad20bbb1	34094306368	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZI/CTSP-ACZI-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZI	CTSP-ACZI-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	bf004183f6199d9eccd630e3cdabaa50	41365181324	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZI/CTSP-ACZI-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZJ	CTSP-ACZJ-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	5bb507b6676ef6568fe9522b8f075446	30513509758	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZJ/CTSP-ACZJ-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZJ	CTSP-ACZJ-TTP1-B	FFPE Scrolls	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	56958213761ea9bac58dd89d214d459a	33611217690	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZJ/CTSP-ACZJ-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-ACZK	DLBCL11299-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	3def3cb7f272c24f1cb1267cbba86685	18972884799	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZK/DLBCL11299-sample.wxs.bam
CTSP-DLBCL1	CTSP-ACZK	CTSP-ACZK-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	817b821ca5219793717c294f314d4695	32182847392	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZK/CTSP-ACZK-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZK	CTSP-ACZK-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	75331273edceb4e990c6b8ab640903a6	33061806036	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZK/CTSP-ACZK-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZL	CTSP-ACZL-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	2293dc7b8cf6c863edd56993feaa8efd	29550277064	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZL/CTSP-ACZL-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZL	CTSP-ACZL-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	885f2422a8a4a8414e14c066d8e50c7d	34541720828	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZL/CTSP-ACZL-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZM	CTSP-ACZM-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	a35e2c81efd22dfdc98dedd19a2e9e6e	25708369909	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZM/CTSP-ACZM-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZM	CTSP-ACZM-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	af35ac6c7904c4230e2a5ad0b66de00c	34275983533	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZM/CTSP-ACZM-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZN	CTSP-ACZN-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	614f8fbc96b2bd67c168a9c7f9988432	25898093801	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZN/CTSP-ACZN-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZN	CTSP-ACZN-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	214040803e2042a242b21e6467be71b3	34785598819	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZN/CTSP-ACZN-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZO	CTSP-ACZO-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	b97979277b3c639ada5df5f7862fdb97	30432583868	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZO/CTSP-ACZO-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZO	CTSP-ACZO-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	01e2cd9d1b2a0c1ab0a78968b1b3c8a3	33949603953	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZO/CTSP-ACZO-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZQ	CTSP-ACZQ-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	afb296420050a308cdc6459ed383b48f	32453048913	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZQ/CTSP-ACZQ-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZQ	CTSP-ACZQ-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	db469e9194d14a2f891d1b123a62937e	40406697619	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZQ/CTSP-ACZQ-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZR	CTSP-ACZR-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	8c0ffc0045c2b6f50f55bdcdee58c413	30939010131	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZR/CTSP-ACZR-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZR	CTSP-ACZR-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	b049031895745fe0948d6a02b52cf526	32866311681	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZR/CTSP-ACZR-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZS	DLBCL11349-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	3a06b6e63e9ab6445b0826d9f0cde134	16460948711	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZS/DLBCL11349-sample.wxs.bam
CTSP-DLBCL1	CTSP-ACZT	DLBCL11326-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	0c400dcf340e64d57c708a8e875bb8fa	16998088183	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZT/DLBCL11326-sample.wxs.bam
CTSP-DLBCL1	CTSP-ACZT	CTSP-ACZT-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	4c326a5d147ae8632ebb70e4350b38b9	29031090823	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZT/CTSP-ACZT-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZT	CTSP-ACZT-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	5ec29e5729b0e147f5327e258e210968	65725084666	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZT/CTSP-ACZT-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZU	DLBCL11327-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	7971745b4b248087edd820afe1f9e403	18861948113	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZU/DLBCL11327-sample.wxs.bam
CTSP-DLBCL1	CTSP-ACZU	CTSP-ACZU-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	759176b96b33678501aab99ac5d691fb	22391491402	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZU/CTSP-ACZU-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZU	CTSP-ACZU-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	fe0f2922c131f4ba1b172d393987b31f	35743458806	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZU/CTSP-ACZU-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZW	DLBCL11328-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	8419e96ca4a0cb5a65b8fd39c6645014	19499246196	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZW/DLBCL11328-sample.wxs.bam
CTSP-DLBCL1	CTSP-ACZW	CTSP-ACZW-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	b81af5a2be1fb6f8082209a2edf16423	33464563745	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZW/CTSP-ACZW-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZW	CTSP-ACZW-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	f066545a2cc4ac4e9953d5fae111624b	37947594305	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZW/CTSP-ACZW-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZX	CTSP-ACZX-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	1c4a654250d831107df85c9d5b735c0b	32244376535	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZX/CTSP-ACZX-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZX	CTSP-ACZX-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	43ae7362d148b7251a6f5e07448452c9	43136097458	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZX/CTSP-ACZX-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZY	CTSP-ACZY-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	00e9ec17697aab7a63f3e2b8d30482d5	27089173960	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZY/CTSP-ACZY-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZY	CTSP-ACZY-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	736b3deef6654e3b547c82069c29fffa	29598007354	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZY/CTSP-ACZY-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZZ	CTSP-ACZZ-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	83cd0044da36a93f400523926bacd600	30486966561	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZZ/CTSP-ACZZ-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-ACZZ	CTSP-ACZZ-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	d72b8e357f68cd191ff4716bd09e685a	34080610107	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-ACZZ/CTSP-ACZZ-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD00	CTSP-AD00-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	907d05e38d8eb3f911f8e145bcffbac4	32430470645	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD00/CTSP-AD00-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD00	CTSP-AD00-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	445e61d59fac65ec6b1f282cffb3807c	37357654963	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD00/CTSP-AD00-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD02	CTSP-AD02-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	25e19a3086e145d8e111a1c23a2b5e97	26657954438	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD02/CTSP-AD02-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD02	CTSP-AD02-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	bcff5bf369d20b0143497b028d2b503b	41391999548	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD02/CTSP-AD02-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD03	CTSP-AD03-NB1-B	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	9fdfcb1a2244aa157f41436962ea24ad	28752960298	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD03/CTSP-AD03-NB1-B.wxs.bam
CTSP-DLBCL1	CTSP-AD03	CTSP-AD03-TTP1-B	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	0e1e13114d22f55ccbfad947895a6530	31023703862	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD03/CTSP-AD03-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-AD04	CTSP-AD04-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	8ba22f8509943cd962b18ded866fedc7	30546296576	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD04/CTSP-AD04-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD04	CTSP-AD04-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	9c195321ef04bbd76302e016459f5610	32215524834	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD04/CTSP-AD04-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD05	DLBCL11309-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	c0d855a825a509999d0eb07bdaded126	20333581160	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD05/DLBCL11309-sample.wxs.bam
CTSP-DLBCL1	CTSP-AD05	CTSP-AD05-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	fceb2a47017b7a0d8d409c153b8d90e4	33699892966	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD05/CTSP-AD05-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD05	CTSP-AD05-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	2372510b06c745a4000ae458c7401373	34174828697	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD05/CTSP-AD05-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD06	CTSP-AD06-TTP1-D	Primary Tumor	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	6ccacf4ecd4f29905d4aef817df565d2	26379104642	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD06/CTSP-AD06-TTP1-D.wxs.bam
CTSP-DLBCL1	CTSP-AD06	CTSP-AD06-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	15560300e45694b2b154eec52b79df04	40972722101	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD06/CTSP-AD06-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD06	CTSP-AD06-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	02c5fa8e7fe9e37690b3cbeb6220d5e2	42152115695	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD06/CTSP-AD06-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD07	CTSP-AD07-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	f83fe61745c9ac65ae572b42089f9b61	25105511071	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD07/CTSP-AD07-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD07	CTSP-AD07-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	331f2e4f4ffbd9db5bcd44b045ba5fa6	29414559162	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD07/CTSP-AD07-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD0X	CTSP-AD0X-TTP1-B	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	cf7ae91dc26aa73288f090346de98663	34562516396	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD0X/CTSP-AD0X-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-AD0X	CTSP-AD0X-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	8ecec59f63e68c165b60083f4f403b4e	39681920002	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD0X/CTSP-AD0X-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD0Z	DLBCL11308-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	67f62012ba18179027be8e9ba4761d22	16943944040	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD0Z/DLBCL11308-sample.wxs.bam
CTSP-DLBCL1	CTSP-AD0Z	CTSP-AD0Z-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	6f0642b0bf5b361e34b174f3b666662a	29345460498	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD0Z/CTSP-AD0Z-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD0Z	CTSP-AD0Z-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	9c37a7a863414df52080f0a9da8a0efe	33502078222	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD0Z/CTSP-AD0Z-NB1-A.wxs.bam
